INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (1, 3, 3, 54, 1, TO_TIMESTAMP('2025-09-01 07:03:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (126, 2, 4, 125, 4, TO_TIMESTAMP('2025-09-04 08:51:37', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (127, 3, 3, 139, 3, TO_TIMESTAMP('2025-09-04 08:56:20', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (128, 1, 5, 168, 1, TO_TIMESTAMP('2025-09-04 09:15:31', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (129, 4, 3, 131, 3, TO_TIMESTAMP('2025-09-04 09:56:12', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (130, 2, 4, 124, 5, TO_TIMESTAMP('2025-09-04 10:03:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (131, 3, 3, 117, 1, TO_TIMESTAMP('2025-09-04 10:04:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (132, 3, 4, 136, 3, TO_TIMESTAMP('2025-09-04 10:15:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (133, 3, 3, 138, 3, TO_TIMESTAMP('2025-09-04 10:36:38', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (134, 3, 2, 156, 3, TO_TIMESTAMP('2025-09-04 11:00:23', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (135, 4, 2, 199, 1, TO_TIMESTAMP('2025-09-04 11:06:44', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (136, 1, 1, 82, 4, TO_TIMESTAMP('2025-09-04 11:55:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (137, 4, 3, 106, 5, TO_TIMESTAMP('2025-09-04 11:59:23', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (138, 2, 1, 23, 2, TO_TIMESTAMP('2025-09-04 12:07:20', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (139, 3, 3, 149, 2, TO_TIMESTAMP('2025-09-04 12:21:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (140, 3, 1, 177, 2, TO_TIMESTAMP('2025-09-04 12:49:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (141, 3, 1, 111, 2, TO_TIMESTAMP('2025-09-04 12:49:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (142, 2, 3, 174, 2, TO_TIMESTAMP('2025-09-04 13:39:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (143, 2, 3, 25, 2, TO_TIMESTAMP('2025-09-04 13:39:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (144, 3, 2, 161, 3, TO_TIMESTAMP('2025-09-04 14:24:38', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (145, 2, 1, 37, 5, TO_TIMESTAMP('2025-09-04 14:35:55', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (146, 2, 3, 141, 4, TO_TIMESTAMP('2025-09-04 14:40:26', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (147, 5, 2, 173, 5, TO_TIMESTAMP('2025-09-04 14:41:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (148, 1, 4, 57, 5, TO_TIMESTAMP('2025-09-04 17:12:32', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (149, 2, 3, 9, 3, TO_TIMESTAMP('2025-09-04 17:20:06', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (150, 5, 1, 129, 1, TO_TIMESTAMP('2025-09-04 17:31:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (151, 2, 3, 69, 4, TO_TIMESTAMP('2025-09-04 17:47:36', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (152, 1, 3, 188, 5, TO_TIMESTAMP('2025-09-04 17:58:08', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (153, 2, 4, 26, 5, TO_TIMESTAMP('2025-09-04 18:04:52', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (154, 4, 4, 148, 5, TO_TIMESTAMP('2025-09-04 18:35:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (155, 1, 4, 67, 5, TO_TIMESTAMP('2025-09-04 18:50:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (156, 1, 1, 192, 4, TO_TIMESTAMP('2025-09-04 19:01:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (157, 1, 2, 22, 1, TO_TIMESTAMP('2025-09-04 19:34:01', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (158, 4, 4, 181, 1, TO_TIMESTAMP('2025-09-04 19:40:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (159, 3, 2, 12, 5, TO_TIMESTAMP('2025-09-04 20:01:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (160, 5, 4, 133, 5, TO_TIMESTAMP('2025-09-04 20:33:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (161, 4, 2, 49, 4, TO_TIMESTAMP('2025-09-04 20:48:34', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (162, 4, 2, 169, 1, TO_TIMESTAMP('2025-09-04 20:50:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (163, 2, 5, 191, 5, TO_TIMESTAMP('2025-09-04 21:06:55', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (164, 3, 1, 179, 1, TO_TIMESTAMP('2025-09-04 21:07:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (165, 3, 1, 104, 3, TO_TIMESTAMP('2025-09-04 21:07:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (166, 1, 4, 139, 5, TO_TIMESTAMP('2025-09-04 22:22:03', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (167, 4, 1, 38, 3, TO_TIMESTAMP('2025-09-04 23:32:50', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (168, 1, 4, 154, 4, TO_TIMESTAMP('2025-09-04 23:55:23', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (169, 5, 5, 100, 5, TO_TIMESTAMP('2025-09-05 07:19:08', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (170, 1, 1, 112, 3, TO_TIMESTAMP('2025-09-05 07:27:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (171, 1, 5, 113, 2, TO_TIMESTAMP('2025-09-05 08:04:55', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (172, 5, 1, 49, 4, TO_TIMESTAMP('2025-09-05 08:23:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (173, 4, 1, 147, 4, TO_TIMESTAMP('2025-09-05 09:00:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (174, 4, 1, 4, 5, TO_TIMESTAMP('2025-09-05 09:01:22', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (175, 3, 5, 21, 1, TO_TIMESTAMP('2025-09-05 09:08:53', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (176, 3, 1, 168, 3, TO_TIMESTAMP('2025-09-05 09:25:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (177, 5, 5, 28, 3, TO_TIMESTAMP('2025-09-05 09:47:16', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (178, 1, 2, 131, 4, TO_TIMESTAMP('2025-09-05 09:47:16', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (179, 1, 1, 166, 2, TO_TIMESTAMP('2025-09-05 10:18:17', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (180, 1, 4, 104, 1, TO_TIMESTAMP('2025-09-05 10:22:34', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (181, 5, 4, 49, 3, TO_TIMESTAMP('2025-09-05 11:15:42', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (182, 1, 5, 197, 2, TO_TIMESTAMP('2025-09-05 11:41:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (183, 1, 5, 124, 3, TO_TIMESTAMP('2025-09-05 11:41:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (184, 4, 2, 130, 1, TO_TIMESTAMP('2025-09-05 12:05:47', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (185, 2, 4, 26, 1, TO_TIMESTAMP('2025-09-05 12:52:02', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (186, 1, 3, 52, 5, TO_TIMESTAMP('2025-09-05 13:29:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (187, 2, 5, 9, 5, TO_TIMESTAMP('2025-09-05 13:41:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (188, 5, 3, 145, 5, TO_TIMESTAMP('2025-09-05 14:13:17', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (189, 3, 1, 156, 5, TO_TIMESTAMP('2025-09-05 14:20:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (190, 1, 3, 193, 1, TO_TIMESTAMP('2025-09-05 14:22:38', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (191, 5, 4, 58, 1, TO_TIMESTAMP('2025-09-05 17:17:37', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (192, 4, 2, 183, 5, TO_TIMESTAMP('2025-09-05 17:29:07', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (193, 4, 3, 190, 4, TO_TIMESTAMP('2025-09-05 18:08:06', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (194, 2, 2, 199, 1, TO_TIMESTAMP('2025-09-05 18:17:46', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (195, 3, 3, 109, 5, TO_TIMESTAMP('2025-09-05 19:08:17', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (196, 1, 3, 173, 3, TO_TIMESTAMP('2025-09-05 19:42:06', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (197, 4, 4, 62, 5, TO_TIMESTAMP('2025-09-05 20:07:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (198, 5, 1, 131, 4, TO_TIMESTAMP('2025-09-05 20:09:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (199, 3, 2, 80, 9, TO_TIMESTAMP('2025-09-05 20:11:03', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (200, 3, 4, 173, 2, TO_TIMESTAMP('2025-09-05 20:36:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (201, 3, 4, 9, 2, TO_TIMESTAMP('2025-09-05 20:36:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (202, 2, 4, 88, 2, TO_TIMESTAMP('2025-09-05 21:06:43', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (203, 4, 2, 150, 3, TO_TIMESTAMP('2025-09-05 21:13:58', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (204, 3, 5, 106, 4, TO_TIMESTAMP('2025-09-05 21:18:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (205, 3, 5, 49, 5, TO_TIMESTAMP('2025-09-05 21:25:27', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (206, 3, 5, 52, 5, TO_TIMESTAMP('2025-09-05 21:33:34', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (207, 1, 2, 33, 1, TO_TIMESTAMP('2025-09-05 21:34:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (208, 2, 5, 136, 4, TO_TIMESTAMP('2025-09-05 21:40:46', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (209, 4, 5, 156, 4, TO_TIMESTAMP('2025-09-05 22:09:47', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (210, 5, 5, 96, 2, TO_TIMESTAMP('2025-09-05 22:14:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (211, 3, 4, 87, 2, TO_TIMESTAMP('2025-09-05 22:35:48', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (212, 3, 3, 70, 1, TO_TIMESTAMP('2025-09-05 22:57:01', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (213, 5, 5, 41, 4, TO_TIMESTAMP('2025-09-05 23:04:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (214, 5, 4, 190, 4, TO_TIMESTAMP('2025-09-06 07:02:52', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (215, 5, 5, 98, 3, TO_TIMESTAMP('2025-09-06 07:06:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (216, 4, 3, 127, 3, TO_TIMESTAMP('2025-09-06 07:33:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (217, 2, 1, 99, 5, TO_TIMESTAMP('2025-09-06 07:59:12', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (218, 2, 5, 182, 1, TO_TIMESTAMP('2025-09-06 09:06:32', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (219, 1, 1, 80, 2, TO_TIMESTAMP('2025-09-06 09:14:19', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (220, 4, 4, 27, 5, TO_TIMESTAMP('2025-09-06 09:23:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (221, 1, 5, 141, 2, TO_TIMESTAMP('2025-09-06 09:33:32', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (222, 3, 2, 32, 2, TO_TIMESTAMP('2025-09-06 10:01:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (223, 4, 2, 98, 3, TO_TIMESTAMP('2025-09-06 10:10:32', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (224, 5, 5, 47, 4, TO_TIMESTAMP('2025-09-06 10:44:15', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (225, 4, 4, 123, 2, TO_TIMESTAMP('2025-09-06 10:51:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (226, 5, 3, 12, 2, TO_TIMESTAMP('2025-09-06 11:17:15', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (227, 2, 4, 62, 5, TO_TIMESTAMP('2025-09-06 11:25:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (228, 2, 4, 179, 1, TO_TIMESTAMP('2025-09-06 11:25:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (229, 2, 4, 113, 3, TO_TIMESTAMP('2025-09-06 11:25:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (230, 4, 1, 59, 2, TO_TIMESTAMP('2025-09-06 11:25:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (231, 2, 3, 125, 2, TO_TIMESTAMP('2025-09-06 11:25:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (232, 2, 1, 162, 3, TO_TIMESTAMP('2025-09-06 12:43:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (233, 3, 2, 117, 3, TO_TIMESTAMP('2025-09-06 13:46:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (234, 1, 3, 133, 1, TO_TIMESTAMP('2025-09-06 13:46:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (235, 5, 1, 99, 4, TO_TIMESTAMP('2025-09-06 14:11:01', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (236, 3, 1, 15, 1, TO_TIMESTAMP('2025-09-06 14:40:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (237, 1, 3, 168, 3, TO_TIMESTAMP('2025-09-06 14:47:43', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (238, 2, 2, 153, 3, TO_TIMESTAMP('2025-09-06 17:03:34', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (239, 1, 2, 193, 3, TO_TIMESTAMP('2025-09-06 17:05:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (240, 3, 3, 184, 5, TO_TIMESTAMP('2025-09-06 17:11:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (241, 3, 4, 184, 5, TO_TIMESTAMP('2025-09-06 17:25:12', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (242, 3, 1, 85, 1, TO_TIMESTAMP('2025-09-06 17:44:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (243, 3, 1, 51, 1, TO_TIMESTAMP('2025-09-06 17:56:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (244, 1, 1, 45, 1, TO_TIMESTAMP('2025-09-06 17:56:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (245, 4, 1, 75, 1, TO_TIMESTAMP('2025-09-06 17:56:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (246, 1, 2, 187, 4, TO_TIMESTAMP('2025-09-06 19:40:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (247, 5, 4, 193, 3, TO_TIMESTAMP('2025-09-06 19:49:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (248, 3, 2, 12, 5, TO_TIMESTAMP('2025-09-06 20:14:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (249, 4, 4, 152, 3, TO_TIMESTAMP('2025-09-06 20:20:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (250, 4, 3, 100, 3, TO_TIMESTAMP('2025-09-06 20:29:48', 'YYYY-MM-DD HH24:MI:SS'));
